Tweet,Message/tweets,Match,Polarity
691, TrueNorthCentre The federal government announced 1095 million in additional global coronavirus assistanceCanadas latest foreign,,Neutral
692,BREAKING 5306 cases of COVID19 in Ontario 173 deaths according to provinces health care unit numbers A pr ,,Neutral
693,Canad 2019 no se olvida Honestly what are we doing here ,,Neutral
694,Trudeau says Canada also expects 500000 masks from 3M on Wednesday which will get to workers ASAP,,Neutral
695,OttawaBylaw JimWatsonOttawa Please give us the truth in the round Mayor Watson ,,Neutral
696,CBCNews RosieBarton Will Canada begin random antibody testing like Finland,like,Positive
697, lrwsweeney Canada begins clinicaltrial of experimental COVID19 treatment using plasma from recovered individuals,,Neutral
698, ntqrt  SocialDistancing  She sez distancing but I hear dithering Episcience not sociology covid19 coronavirus cdnpoli C,,Neutral
699, WatcherVen 7Abr  Municipios del Edo Zulia sin luz Maracaibo San Francisco La Caada Mara Guajira Padilla Machiques Rosar,sin,Negative
700,At this time when politicians are talking about war on the virus we can take a look back at the little Turbot war ,virus,Negative
701,FuckOffSleazoid NYforSanders JoeBiden Im a SandersWarren activist w 45 yrs of organizing behind me Im so ,,Neutral
702, nspector4 This was always a Trump3M fightnot about Canada  cdnpoli bcpoli,,Neutral
703,Trudeau Canada accelereaz producia intern de materiale medicale  ,,Neutral
704,Niagara Region Public Health refuses to share COVID19 deaths with the public ,refuses,Negative
705, DeltaRambler KwikWarren England everybody gets 80 of wages til this is over in Canada everybody receives immediately 2000 a month,,Neutral
706, cgoomansingh JustinTrudeau started his daily national address by expressing concern for BorisJohnson  Saying Ive worked with Bori,"worked,concern",Neutral
707,Canada I love you with all of my heart and soul ,love,Positive
708,Tell that to the 5 wetsuweten hereditary chiefs who blockaded Canadas rail line causing supply shortages across t ,rail,Negative
709, Annajewer HopeFromHome JackSepticEye  we havent hit trending here in Canada yet lets go gamers ,,Neutral
710,COVID19 amp ClimateCrisis  hadrianmk brings it all together for us Sneak preview air pollution levels in Canad ,,Neutral
711, PMcanadien En direct le premier ministre Justin Trudeau sadresse aux Canadiens au sujet de la situation entourant la COVID19  part,premier,Positive
712, EUinCanada  Solidarity at play Proud of Decathlon who just donated 7000 diving masks to Canadas health system to help them,,Neutral
713,1 Today is green shirt day A day to support organ donation awareness and registration In my final 2 years of hig ,support,Positive
714, CPHOCanada HealthCanada is accelerating the approval process at no cost to companies who develop and supply medicaldevices in suppo,approval,Positive
715, CanRevAgency Applying for the Canada Emergency Response Benefit To get ready sign up for direct deposit to ensure your benefit paym,"benefit,ready",Positive
716, LatestinSpace Spoiler alert   The moon actually wont be pink tonight Its called a pink supermoon after pink wildflowers which,,Neutral
717,glenmcgregor Canada Goosenow thats funny Liberals looking out for Liberals first even in a pandemic cdnpoli COVID19,funny,Negative
718,After reviewing over 30 ComITorg NodeJS projects till past 11pm last night today its time for my home town ,,Neutral
719, mgeist Canadas new patent rules respond to the Coronavirus by seeking to speed access to essential meds devices or treatments This,,Neutral
720,UrbanOutfitters hi it still shows 995 flat shipping for Canada How does free shipping apply ,free,Positive
721, CAEFS As the number of cases in federal prisons rises we continue to receive dozens of calls a day from incarcerated women who are sc,,Neutral
722, whatescapes Rent strikes loom across Canada as coronavirus kills dailywage jobs ,kills,Negative
723, OyeJahazi When air quality improves nd you can see Punjab from Canada bt cant see KHALISTAN ,improves,Positive
724, JosefinaVidalF A tourist from Canada who had tested positive for COVID19 and was hospitalized said Gracias Cuba Viva Cuba af,positive,Positive
725,GovCanHealth CPHOCanada Are you stupidShe said the case of British Columbia which has seen its number of ,,Neutral
726,Hey canada give the 500000 masks a police escort please,,Neutral
727,Business Leisure Print Shirts Long Sleeve ShirtVisit Russia France Italy Germany ,,Neutral
728,People may worry about a scarcity of medical supplies Trudeau says they are working with other countries to make s ,"scarcity,worry",Negative
729,Today were wearing green for GreenShirtDay in honour of the Logan Boulet Effect and support of organ donor awaren ,support,Positive
730,680NEWS Coronovirus numbers are NOT indication of this virus Testing only when people arrived in Canada after tra ,virus,Negative
731,dumbtweetsbot jmp223420 stalinsidepiece What No America and Canada were once British colonies If anything th ,,Neutral
732, SEmx QudateEnCasa La subsecretaria de Comercio Exterior luzmadelamora participa en el conversatorio organizado por el Wilson C,,Neutral
733, BlueSteelDC Since singlepayer models are known for delays  in a 100 government financed modelSee delays at NHS and Canada That,delays,Negative
734, DMillardHaskell Cdn Dairy Farmers are dumping milk down the drain rather than adding it to the supply out in the market bc it would l,"drain,dumping",Negative
735, christoaivalis Remember when Liberals were calling Canadas first racialized leader creepy for exposing the gaps in the Liberal aid,creepy,Negative
736, DrEricDing 5 A team of scientists from five universities in China and Canada released a study in midMarch that found that nearly 1 i,,Neutral
737, urbanxf The media are desparate to get out stories of people dying from Covid19 Problem is there are no detailsTo get a confirm,dying,Negative
738,Does Service Canada have drop boxes COVID19 canpoli,,Neutral
739, magi5er VanderbiltsRailroad systems The Y family is the Van derbilts Y  aclrenochrome When the rail blockades were happening,rail,Negative
740,Watching the Canadian PM give an address about the current situation in Canada What a stark contrast to the Dear L ,stark,Negative
741, deZabedrosky En la luna acontecen sucesos muy extraos cmo este captado por un aficionado desde Canada el 26032020 Ufos Ufo M,,Neutral
742,ChristineRomans drsanjaygupta Amen,,Neutral
743,Learn how to maximize your websites search engine visibility through best practice SEO  Working Lunch Webinar ,best,Positive
744,Canada Day festivities in limbo  ,,Neutral
745,SidSeixeiro Daily flights continue coming into Canada from CHINA with passengers NOT SCREENED and NOBODY asks Trudeau Why,,Neutral
746, LPSChief1 Today is officially GreenShirtDay in memory of yql resident Logan Boulet and in support of organ donation and registration,support,Positive
747,As per what our PM just announced super cool to hear that Arcteryx and Canada Goose will now be making our very o ,"cool,super",Positive
748, junkbond2000 StephanieKelton Canadas already onefifth of the way therethe Bank of Canada itself typically purchases 20 of newl,,Neutral
749, CTVNews UPDATED The fight against COVID19 in Canada has led to a patchwork approach of different guidelines restrictions and proto,led,Positive
750,ChrisCuomo my prayers are with you from Canada ,,Neutral
751,ActionShift OtppInfo staoapso FFFCanada corporateknight CBCSunday cbccostofliving cbcfifth WynesSeth ,,Neutral
752, AdityaRajKaul After Trump bans mask exports infuriated Canadians remind US they helped during 911  CBS News ,"helped,infuriated",Neutral
753,Led Wall Light Square Wall LampVisit BestHouse aislestaircase ledlamp livingroom ,,Neutral
754,Its nice to see things being made in Canada againMaybe we should have domestic supplies of essential itemsFord ,nice,Positive
755,GlobalCalgary If I was a young person in the workforce Id get trained in any industry but oil Here in Canada it ,,Neutral
756,Tanjawa dial canada ,,Neutral
757,ChinaIsNotOurFriend Demand that TrudeauLiedPeopleDied be removed from office He is in bed with ,,Neutral
758,JustinTrudeau expects 500 000 masks from 3M tomorrow And working with Canadian companies to produce 30 000 made i ,,Neutral
759, MobileSyrup Huawei quietly shipping millions of masks to Canada ,,Neutral
760,Soupir de soulagement pour les victimes de la pyrrhotite  Mauricie CentreduQubec,,Neutral
761, DavidHarrisAJC Telling to see who stands where on Venezuelas repressive amp feckless Maduro regime SUPPOINGBoliviaCubaHezboll,"feckless,repressive",Negative
762, 4eyesAlbright TrueNorthCentre Why are we giving borrowed money away this is frustrating Canada First,frustrating,Negative
763,You are invited to a Zoom meeting When Apr 15 2020 0700 PM Eastern Time US and Canada Register in advance ,,Neutral
764, Solidarity at play Proud of Decathlon who just donated 7000 diving masks to Canadas health system to he ,,Neutral
765,Contrast the Prime Minister of Canada with the Orange Monster ,,Neutral
766,FlySafeDude robrousseau realDonaldTrump Well hes from Canada you know We got a cut them idiots some slack ,"idiots,slack",Negative
767, BillBlair The application portal for the Canada Emergency Response Benefit launches tomorrow To ensure the system can handle the high,,Neutral
768, cbcnewsbc Some luck is involved  but so is early preparation and leadership argues a Toronto epidemiologist COVID19 Coronavirus ,luck,Positive
769,Italy is precursor to what will happen is already starting to happen in Canada due to mix of selfemployment plus ,,Neutral
770,One more death 98 new cases of COVID19 in Alberta  CBC News ,death,Negative
771,Just did a live interview with 770CHQR in Calgary re crisis gardening Canada had a robust victorygarden moveme ,"robust,crisis",Neutral
772, picardonhealth I thought I was invincible A Vancouver doctors story of contracting COVID19 by richardwarnica ,invincible,Positive
773,Second act Former CEO of RadioShack now an ER doctor on frontlines of COVID19 fight  National Post ,,Neutral
774, 2notusedbyme Met a man from West Canada snowbird in Fla Virus starting  said Chinese arrive in Vancouver by plane no security no,,Neutral
775, JohnSimpsonNews 183 of the worlds 196 countries are probably afflicted by COVID19  But apart from Iran where the vicepres amp deput,,Neutral
776,EmmaLGraney BradWall306 Isnt it comforting knowing this useless minister will be in attendance on behalf of Cana ,"comforting,useless",Neutral
777,ICYMI GovMikeDeWine DrAmyActon and countless other Ohio leaders have set the gold standard for a proactive pan ,"gold,proactive,pan",Positive
778,spaghettilips DubCDad1 Does he live in Canada ,,Neutral
779, CBCNews This is a new scary world and for many children and young people across the country it has led to soaring levels of anxiety,"led,anxiety,scary",Negative
780, MalaysiaMFA Wisma Putra cares The High Commission of Malaysia in Ottawa Canada amp the Consulate General of Malaysia in Vancouver dist,,Neutral
781, cspotweet Trudeau says they have ordered millions of surgical masks and 85 other products that will be produced in Canada,,Neutral
782, GovCanHealth Travellers returning to Canada you must selfisolate for 14 days stayhome Wash your hands Clean and disinfect su,,Neutral
783,Sneeze guards have become big business for Sask company due to COVID19 ,,Neutral
